product_link,title,brand,price,discount,avg_rating,total_ratings
https://www.flipkart.com/sparx-sl-167-running-shoes-women/p/itmd55659ff24475?pid=SHOGVDR7YGVYSHEK&lid=LSTSHOGVDR7YGVYSHEKPNUCZG&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_10_390&otracker=search&otracker1=search&fm=Search&iid=3f46c8ff-86f0-4aa1-9660-c7f6e90f480d.SHOGVDR7YGVYSHEK.SEARCH&ppt=sp&ppn=sp&ssid=xfoc43dum80000001735941959974&qH=32e27b1148959538,SL 167 Running Shoes For Women,Sparx,879,0.2,4.3,1019
https://www.flipkart.com/hrx-hrithik-roshan-running-shoes-women/p/itm2898d786e63c8?pid=SHOGYEFU7SYFPSYG&lid=LSTSHOGYEFU7SYFPSYGNVVGL3&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_11_415&otracker=search&otracker1=search&fm=Search&iid=0f846797-6fd6-4b38-b4e8-a24340ba047c.SHOGYEFU7SYFPSYG.SEARCH&ppt=sp&ppn=sp&ssid=bwkse5x2fk0000001735941961314&qH=32e27b1148959538,Running Shoes For Women,HRX by Hrithik Roshan,1098,0.63,4.1,5757
https://www.flipkart.com/asian-superfly-02-mauve-sports-training-gym-walking-trendy-stylish-walking-shoes-women/p/itm0cc41d2e3003f?pid=SHOGHCHFMJXASSR5&lid=LSTSHOGHCHFMJXASSR5NTFDBN&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_11_423&otracker=search&otracker1=search&fm=Search&iid=0f846797-6fd6-4b38-b4e8-a24340ba047c.SHOGHCHFMJXASSR5.SEARCH&ppt=sp&ppn=sp&ssid=bwkse5x2fk0000001735941961314&qH=32e27b1148959538,"Superfly-02 Mauve ,Sports,Training,Gym,Walking,Trendy Stylish Wal...more",asian,915,0.54,4.1,2284
https://www.flipkart.com/hrx-hrithik-roshan-running-shoes-women/p/itm80c61d7e12f75?pid=SHOGYEFUVJGSHQKG&lid=LSTSHOGYEFUVJGSHQKGECN730&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_11_430&otracker=search&otracker1=search&fm=Search&iid=0f846797-6fd6-4b38-b4e8-a24340ba047c.SHOGYEFUVJGSHQKG.SEARCH&ppt=sp&ppn=sp&ssid=bwkse5x2fk0000001735941961314&qH=32e27b1148959538,Running Shoes For Women,HRX by Hrithik Roshan,1098,0.63,4.1,5757
https://www.flipkart.com/vokline-sports-shoes-trekking-shoes-running-shoes-gym-shoes-women-walking/p/itmbe07395df9ca1?pid=SHOGKRMTFAN62GGY&lid=LSTSHOGKRMTFAN62GGYPHU88U&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_12_445&otracker=search&otracker1=search&fm=Search&iid=db77c713-fda5-4ae8-94fa-299f0e8d83ff.SHOGKRMTFAN62GGY.SEARCH&ppt=sp&ppn=sp&ssid=hp37mfjnm80000001735941963174&qH=32e27b1148959538,"Women sports shoes,Running shoes,Trekking Shoes,gym shoes for wom...more",Vokline,291,0.71,4.1,155706
https://www.flipkart.com/campus-cristy-women-s-sports-shoes-cushioned-insole-pillo-foam-lace-up-running-women/p/itm464745124f870?pid=SHOG3PFA4QVSMJMP&lid=LSTSHOG3PFA4QVSMJMP34OT0E&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_12_449&otracker=search&otracker1=search&fm=Search&iid=db77c713-fda5-4ae8-94fa-299f0e8d83ff.SHOG3PFA4QVSMJMP.SEARCH&ppt=sp&ppn=sp&ssid=hp37mfjnm80000001735941963174&qH=32e27b1148959538,CRISTY Women's Sports Shoes | Cushioned Insole with Pillo Foam | ...more,CAMPUS,849,0.23,4.2,39502
https://www.flipkart.com/killer-lightweight-comfort-trendy-premium-stylish-running-shoes-women/p/itm0ecd71aaad4da?pid=SHOH2HFV4MNPEBR8&lid=LSTSHOH2HFV4MNPEBR81YGZIW&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_12_458&otracker=search&otracker1=search&fm=Search&iid=db77c713-fda5-4ae8-94fa-299f0e8d83ff.SHOH2HFV4MNPEBR8.SEARCH&ppt=sp&ppn=sp&ssid=hp37mfjnm80000001735941963174&qH=32e27b1148959538,Lightweight Comfort Trendy Premium Stylish Running Shoes For Wome...more,KILLER,674,0.8,3.5,198
https://www.flipkart.com/bersache-premium-sports-walking-trending-running-shoes-women-s-girl-s-women/p/itm0c461f958e6b1?pid=SHOH3PVVQVSHN7NM&lid=LSTSHOH3PVVQVSHN7NM0DCUI9&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_13_481&otracker=search&otracker1=search&fm=Search&iid=b1cac22e-9b7a-4ad4-8de8-3030e3ac7279.SHOH3PVVQVSHN7NM.SEARCH&ppt=sp&ppn=sp&ssid=o2h3d4p1j40000001735941964781&qH=32e27b1148959538,"Bersache Premium Sports ,walking, Trending Running Shoes For Wome...more",BERSACHE,425,0.91,3.8,573
https://www.flipkart.com/campus-lisa-n-walking-shoes-women/p/itmd5596ed3de245?pid=SHOGASS49HGSTNBG&lid=LSTSHOGASS49HGSTNBGVDHVSM&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_13_497&otracker=search&otracker1=search&fm=Search&iid=b1cac22e-9b7a-4ad4-8de8-3030e3ac7279.SHOGASS49HGSTNBG.SEARCH&ppt=sp&ppn=sp&ssid=o2h3d4p1j40000001735941964781&qH=32e27b1148959538,LISA Walking Shoes For Women,CAMPUS,879,0.2,4.2,10053
https://www.flipkart.com/asian-casual-sneaker-shoes-women-stylish-comfortable-lace-up-style-running/p/itmee51e94983f2a?pid=SHOGUM9WMMHAGKRZ&lid=LSTSHOGUM9WMMHAGKRZ4PFYJB&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_13_500&otracker=search&otracker1=search&fm=Search&iid=b1cac22e-9b7a-4ad4-8de8-3030e3ac7279.SHOGUM9WMMHAGKRZ.SEARCH&ppt=sp&ppn=sp&ssid=o2h3d4p1j40000001735941964781&qH=32e27b1148959538,Casual Sneaker Shoes For Women | Stylish and Comfortable | Lace-U...more,asian,847,0.43,4.2,2020
